"V1"	"V2"
"Buddy (1997)"	"drama"
"B*A*P*S (1997)"	"comedy"
"Truth or Consequences, N.M. (1997)"	"action"
"Truth or Consequences, N.M. (1997)"	"crime"
"Truth or Consequences, N.M. (1997)"	"romance"
"Intimate Relations (1996)"	"comedy"
"Leading Man, The (1996)"	"romance"
"Tokyo Fist (1995)"	"action"
"Tokyo Fist (1995)"	"drama"
"Reluctant Debutante, The (1958)"	"comedy"
"Reluctant Debutante, The (1958)"	"drama"
"Warriors of Virtue (1997)"	"action"
"Warriors of Virtue (1997)"	"adventure"
"Warriors of Virtue (1997)"	"children"
"Warriors of Virtue (1997)"	"fantasy"
"Desert Winds (1995)"	"drama"
"Hugo Pool (1997)"	"romance"
"King of New York (1990)"	"action"
"King of New York (1990)"	"crime"
"All Things Fair (1996)"	"drama"
"Sixth Man, The (1997)"	"comedy"
"Butterfly Kiss (1995)"	"thriller"
"Paris, France (1993)"	"comedy"
"Crmonie, La (1995)"	"drama"
"Hush (1998)"	"thriller"
"Nightwatch (1997)"	"horror"
"Nightwatch (1997)"	"thriller"
"Nobody Loves Me  (1994)"	"comedy"
"Nobody Loves Me  (1994)"	"drama"
"Wife, The (1995)"	"comedy"
"Wife, The (1995)"	"drama"
"Lamerica (1994)"	"drama"
"Nico Icon (1995)"	"documentary"
"Silence of the Palace, The  (1994)"	"drama"
"Slingshot, The (1993)"	"comedy"
"Slingshot, The (1993)"	"drama"
"Land and Freedom  (1995)"	"war"
"kldum klaka  (1994)"	"comedy"
"kldum klaka  (1994)"	"drama"
"Etz Hadomim Tafus  (1994)"	"drama"
"Two Friends (1986)"	"drama"
"Brothers in Trouble (1995)"	"drama"
"Girls Town (1996)"	"drama"
"Normal Life (1996)"	"crime"
"Normal Life (1996)"	"drama"
"Bitter Sugar  (1996)"	"drama"
"Eighth Day, The (1996)"	"drama"
"Dadetown (1995)"	"documentary"
"Some Mother's Son (1996)"	"drama"
"Angel Baby (1995)"	"drama"
"Sudden Manhattan (1996)"	"comedy"
"Butcher Boy, The (1998)"	"drama"
"Men With Guns (1997)"	"action"
"Men With Guns (1997)"	"drama"
"Hana-bi (1997)"	"comedy"
"Hana-bi (1997)"	"crime"
"Hana-bi (1997)"	"drama"
"Niagara, Niagara (1997)"	"drama"
"Big One, The (1997)"	"comedy"
"Big One, The (1997)"	"documentary"
"Butcher Boy, The (1998)"	"drama"
"Spanish Prisoner, The (1997)"	"drama"
"Spanish Prisoner, The (1997)"	"thriller"
"Temptress Moon  (1996)"	"romance"
"Entertaining Angels: The Dorothy Day Story (1996)"	"drama"
"Chairman of the Board (1998)"	"comedy"
"Favor, The (1994)"	"comedy"
"Favor, The (1994)"	"romance"
"Little City (1998)"	"comedy"
"Little City (1998)"	"romance"
"Target (1995)"	"action"
"Target (1995)"	"drama"
"Substance of Fire, The (1996)"	"drama"
"Getting Away With Murder (1996)"	"comedy"
"Small Faces (1995)"	"drama"
"New Age, The (1994)"	"drama"
"Rough Magic (1995)"	"drama"
"Rough Magic (1995)"	"romance"
"Nothing Personal (1995)"	"drama"
"Nothing Personal (1995)"	"war"
"8 Heads in a Duffel Bag (1997)"	"comedy"
"Brother's Kiss, A (1997)"	"drama"
"Ripe (1996)"	"drama"
"Next Step, The (1995)"	"drama"
"Wedding Bell Blues (1996)"	"comedy"
"MURDER and murder (1996)"	"crime"
"MURDER and murder (1996)"	"drama"
"MURDER and murder (1996)"	"mystery"
"Tainted (1998)"	"comedy"
"Tainted (1998)"	"thriller"
"Further Gesture, A (1996)"	"drama"
"Kika (1993)"	"drama"
"Mirage (1995)"	"action"
"Mirage (1995)"	"thriller"
"Mamma Roma (1962)"	"drama"
"Sunchaser, The (1996)"	"drama"
"War at Home, The (1996)"	"drama"
"Sweet Nothing (1995)"	"drama"
"Mat' i syn (1997)"	"drama"
"B. Monkey (1998)"	"romance"
"B. Monkey (1998)"	"thriller"
"Sliding Doors (1998)"	"drama"
"Sliding Doors (1998)"	"romance"
"You So Crazy (1994)"	"comedy"
